oversampler,rf__class_weight,rf__criterion,rf__max_depth,rf__max_features,rf__n_estimators,undersampler,Accuracy
passthrough,,entropy,100.0,,10,NearMiss(),0.3504283315952152
passthrough,,entropy,100.0,,100,passthrough,0.7461706158327741
passthrough,,entropy,100.0,,100,RandomUnderSampler(random_state=1410950),0.6377152773847924
passthrough,,entropy,100.0,,100,NearMiss(),0.3585527539067237
passthrough,,entropy,100.0,,500,passthrough,0.7503528784044884
passthrough,,entropy,100.0,,500,RandomUnderSampler(random_state=1410950),0.6398064086706496
passthrough,,entropy,100.0,,500,NearMiss(),0.3573913137208932
passthrough,,entropy,100.0,,1000,passthrough,0.7473347507754162
passthrough,,entropy,100.0,,1000,RandomUnderSampler(random_state=1410950),0.6377155468604736
passthrough,,entropy,100.0,,1000,NearMiss(),0.35739212214793675
passthrough,,entropy,500.0,sqrt,10,passthrough,0.7185321120695464
passthrough,,entropy,500.0,sqrt,10,RandomUnderSampler(random_state=1410950),0.597069182491626
passthrough,,entropy,500.0,sqrt,10,NearMiss(),0.39828020620279125
passthrough,,entropy,500.0,sqrt,100,passthrough,0.734557830828557
passthrough,,entropy,500.0,sqrt,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
passthrough,,entropy,500.0,sqrt,100,NearMiss(),0.4077978177859339
passthrough,,entropy,500.0,sqrt,500,passthrough,0.7389710340590313
passthrough,,entropy,500.0,sqrt,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
passthrough,,entropy,500.0,sqrt,500,NearMiss(),0.40362148367920536
passthrough,,entropy,500.0,sqrt,1000,passthrough,0.7380429598130915
passthrough,,entropy,500.0,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
passthrough,,entropy,500.0,sqrt,1000,NearMiss(),0.4061734183798583
passthrough,,entropy,500.0,log2,10,passthrough,0.7182998240323802
passthrough,,entropy,500.0,log2,10,RandomUnderSampler(random_state=1410950),0.597069182491626
passthrough,,entropy,500.0,log2,10,NearMiss(),0.39828020620279125
passthrough,,entropy,500.0,log2,100,passthrough,0.734557830828557
passthrough,,entropy,500.0,log2,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
passthrough,,entropy,500.0,log2,100,NearMiss(),0.4077978177859339
passthrough,,entropy,500.0,log2,500,passthrough,0.7389710340590313
passthrough,,entropy,500.0,log2,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
passthrough,,entropy,500.0,log2,500,NearMiss(),0.40362148367920536
passthrough,,entropy,500.0,log2,1000,passthrough,0.7380429598130915
passthrough,,entropy,500.0,log2,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
passthrough,,entropy,500.0,log2,1000,NearMiss(),0.4061734183798583
passthrough,,entropy,500.0,,10,passthrough,0.7331641026055604
passthrough,,entropy,500.0,,10,RandomUnderSampler(random_state=1410950),0.61309570967768
passthrough,,entropy,500.0,,10,NearMiss(),0.3504283315952152
passthrough,,entropy,500.0,,100,passthrough,0.7461706158327741
passthrough,,entropy,500.0,,100,RandomUnderSampler(random_state=1410950),0.6377152773847924
passthrough,,entropy,500.0,,100,NearMiss(),0.3585527539067237
passthrough,,entropy,500.0,,500,passthrough,0.7503528784044884
passthrough,,entropy,500.0,,500,RandomUnderSampler(random_state=1410950),0.6398064086706496
passthrough,,entropy,500.0,,500,NearMiss(),0.3573913137208932
passthrough,,entropy,500.0,,1000,passthrough,0.7473347507754162
passthrough,,entropy,500.0,,1000,RandomUnderSampler(random_state=1410950),0.6377155468604736
passthrough,,entropy,500.0,,1000,NearMiss(),0.35739212214793675
passthrough,,entropy,,sqrt,10,passthrough,0.7182998240323802
passthrough,,entropy,,sqrt,10,RandomUnderSampler(random_state=1410950),0.597069182491626
passthrough,,entropy,,sqrt,10,NearMiss(),0.39828020620279125
passthrough,,entropy,,sqrt,100,passthrough,0.734557830828557
passthrough,,entropy,,sqrt,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
passthrough,,entropy,,sqrt,100,NearMiss(),0.4077978177859339
passthrough,,entropy,,sqrt,500,passthrough,0.7389710340590313
passthrough,,entropy,,sqrt,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
passthrough,,entropy,,sqrt,500,NearMiss(),0.40362148367920536
passthrough,,entropy,,sqrt,1000,passthrough,0.7380429598130915
passthrough,,entropy,,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
passthrough,,entropy,,sqrt,1000,NearMiss(),0.4061734183798583
passthrough,,entropy,,log2,10,passthrough,0.7182998240323802
passthrough,,entropy,,log2,10,RandomUnderSampler(random_state=1410950),0.597069182491626
passthrough,,entropy,,log2,10,NearMiss(),0.39828020620279125
passthrough,,entropy,,log2,100,passthrough,0.734557830828557
passthrough,,entropy,,log2,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
passthrough,,entropy,,log2,100,NearMiss(),0.4077978177859339
passthrough,,entropy,,log2,500,passthrough,0.7389710340590313
passthrough,,entropy,,log2,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
passthrough,,entropy,,log2,500,NearMiss(),0.40362148367920536
passthrough,,entropy,,log2,1000,passthrough,0.7380429598130915
passthrough,,entropy,,log2,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
passthrough,,entropy,,log2,1000,NearMiss(),0.4061734183798583
passthrough,,entropy,,,10,passthrough,0.7331641026055604
passthrough,,entropy,,,10,RandomUnderSampler(random_state=1410950),0.61309570967768
passthrough,,entropy,,,10,NearMiss(),0.3504283315952152
passthrough,,entropy,,,100,passthrough,0.7461706158327741
passthrough,,entropy,,,100,RandomUnderSampler(random_state=1410950),0.6377152773847924
passthrough,,entropy,,,100,NearMiss(),0.3585527539067237
passthrough,,entropy,,,500,passthrough,0.7503528784044884
passthrough,,entropy,,,500,RandomUnderSampler(random_state=1410950),0.6398064086706496
passthrough,,entropy,,,500,NearMiss(),0.3573913137208932
passthrough,,entropy,,,1000,passthrough,0.7473347507754162
passthrough,,entropy,,,1000,RandomUnderSampler(random_state=1410950),0.6377155468604736
passthrough,,entropy,,,1000,NearMiss(),0.35739212214793675
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),balanced,gini,100.0,sqrt,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),balanced,gini,100.0,log2,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,10,passthrough,0.7015769716861902
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,10,RandomUnderSampler(random_state=1410950),0.606591914112711
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,10,NearMiss(),0.3274455591755122
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,100,passthrough,0.7069187881139667
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,100,RandomUnderSampler(random_state=1410950),0.626099258672401
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,100,NearMiss(),0.3316251269904148
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,500,passthrough,0.7106345882815805
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,500,RandomUnderSampler(random_state=1410950),0.6323721135786101
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,500,NearMiss(),0.32953453465592
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,1000,passthrough,0.7085442654227669
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,1000,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),balanced,gini,100.0,,1000,NearMiss(),0.32953399570455766
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),balanced,gini,500.0,sqrt,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),balanced,gini,500.0,log2,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,10,passthrough,0.7015769716861902
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,10,RandomUnderSampler(random_state=1410950),0.606591914112711
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,10,NearMiss(),0.3274455591755122
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,100,passthrough,0.7069187881139667
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,100,RandomUnderSampler(random_state=1410950),0.626099258672401
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,100,NearMiss(),0.3316251269904148
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,500,passthrough,0.7106345882815805
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,500,RandomUnderSampler(random_state=1410950),0.6323721135786101
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,500,NearMiss(),0.32953453465592
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,1000,passthrough,0.7085442654227669
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,1000,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),balanced,gini,500.0,,1000,NearMiss(),0.32953399570455766
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),balanced,gini,,sqrt,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),balanced,gini,,log2,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),balanced,gini,,log2,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),balanced,gini,,log2,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),balanced,gini,,log2,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),balanced,gini,,log2,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),balanced,gini,,log2,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),balanced,gini,,log2,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),balanced,gini,,log2,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),balanced,gini,,log2,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),balanced,gini,,log2,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),balanced,gini,,log2,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),balanced,gini,,log2,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),balanced,gini,,,10,passthrough,0.7015769716861902
RandomOverSampler(random_state=1410950),balanced,gini,,,10,RandomUnderSampler(random_state=1410950),0.606591914112711
RandomOverSampler(random_state=1410950),balanced,gini,,,10,NearMiss(),0.3274455591755122
RandomOverSampler(random_state=1410950),balanced,gini,,,100,passthrough,0.7069187881139667
RandomOverSampler(random_state=1410950),balanced,gini,,,100,RandomUnderSampler(random_state=1410950),0.626099258672401
RandomOverSampler(random_state=1410950),balanced,gini,,,100,NearMiss(),0.3316251269904148
RandomOverSampler(random_state=1410950),balanced,gini,,,500,passthrough,0.7106345882815805
RandomOverSampler(random_state=1410950),balanced,gini,,,500,RandomUnderSampler(random_state=1410950),0.6323721135786101
RandomOverSampler(random_state=1410950),balanced,gini,,,500,NearMiss(),0.32953453465592
RandomOverSampler(random_state=1410950),balanced,gini,,,1000,passthrough,0.7085442654227669
RandomOverSampler(random_state=1410950),balanced,gini,,,1000,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),balanced,gini,,,1000,NearMiss(),0.32953399570455766
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,sqrt,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,log2,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,10,passthrough,0.7069204049680538
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,10,RandomUnderSampler(random_state=1410950),0.61309570967768
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,10,NearMiss(),0.3504283315952152
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,100,passthrough,0.7097078614140467
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,100,RandomUnderSampler(random_state=1410950),0.6377152773847924
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,100,NearMiss(),0.3585527539067237
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,500,passthrough,0.7127270669458434
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,500,RandomUnderSampler(random_state=1410950),0.6398064086706496
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,500,NearMiss(),0.3573913137208932
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,1000,passthrough,0.7115653572843319
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,1000,RandomUnderSampler(random_state=1410950),0.6377155468604736
RandomOverSampler(random_state=1410950),balanced,entropy,100.0,,1000,NearMiss(),0.35739212214793675
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,sqrt,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,log2,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,10,passthrough,0.7069204049680538
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,10,RandomUnderSampler(random_state=1410950),0.61309570967768
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,10,NearMiss(),0.3504283315952152
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,100,passthrough,0.7097078614140467
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,100,RandomUnderSampler(random_state=1410950),0.6377152773847924
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,100,NearMiss(),0.3585527539067237
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,500,passthrough,0.7127270669458434
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,500,RandomUnderSampler(random_state=1410950),0.6398064086706496
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,500,NearMiss(),0.3573913137208932
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,1000,passthrough,0.7115653572843319
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,1000,RandomUnderSampler(random_state=1410950),0.6377155468604736
RandomOverSampler(random_state=1410950),balanced,entropy,500.0,,1000,NearMiss(),0.35739212214793675
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),balanced,entropy,,sqrt,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),balanced,entropy,,log2,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),balanced,entropy,,,10,passthrough,0.7069204049680538
RandomOverSampler(random_state=1410950),balanced,entropy,,,10,RandomUnderSampler(random_state=1410950),0.61309570967768
RandomOverSampler(random_state=1410950),balanced,entropy,,,10,NearMiss(),0.3504283315952152
RandomOverSampler(random_state=1410950),balanced,entropy,,,100,passthrough,0.7097078614140467
RandomOverSampler(random_state=1410950),balanced,entropy,,,100,RandomUnderSampler(random_state=1410950),0.6377152773847924
RandomOverSampler(random_state=1410950),balanced,entropy,,,100,NearMiss(),0.3585527539067237
RandomOverSampler(random_state=1410950),balanced,entropy,,,500,passthrough,0.7127270669458434
