oversampler,rf__class_weight,rf__criterion,rf__max_depth,rf__max_features,rf__n_estimators,undersampler,Accuracy
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,100.0,,500,RandomUnderSampler(random_state=1410950),0.637484067250351
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,100.0,,500,NearMiss(),0.3590170605053747
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,100.0,,1000,passthrough,0.7122624908715113
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,100.0,,1000,RandomUnderSampler(random_state=1410950),0.634928898841524
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,100.0,,1000,NearMiss(),0.3578558897952254
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,10,passthrough,0.696001789318523
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,10,RandomUnderSampler(random_state=1410950),0.5945180562180166
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,10,NearMiss(),0.382480847015961
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,100,passthrough,0.7080810367268405
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,100,RandomUnderSampler(random_state=1410950),0.6240143253272109
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,100,NearMiss(),0.40756741607853597
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,500,passthrough,0.7078490181653556
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,500,RandomUnderSampler(random_state=1410950),0.6302852939036516
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,500,NearMiss(),0.40640651484406787
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,1000,passthrough,0.7090104583511861
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6265686853089942
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,sqrt,1000,NearMiss(),0.4050119781940279
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,10,passthrough,0.696001789318523
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,10,RandomUnderSampler(random_state=1410950),0.5945180562180166
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,10,NearMiss(),0.382480847015961
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,100,passthrough,0.7080810367268405
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,100,RandomUnderSampler(random_state=1410950),0.6240143253272109
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,100,NearMiss(),0.40756741607853597
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,500,passthrough,0.7078490181653556
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,500,RandomUnderSampler(random_state=1410950),0.6302852939036516
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,500,NearMiss(),0.40640651484406787
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,1000,passthrough,0.7090104583511861
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,1000,RandomUnderSampler(random_state=1410950),0.6265686853089942
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,log2,1000,NearMiss(),0.4050119781940279
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,10,passthrough,0.7034403960214611
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,10,RandomUnderSampler(random_state=1410950),0.6117030593574083
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,10,NearMiss(),0.35367820831009106
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,100,passthrough,0.7104039170985015
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,100,RandomUnderSampler(random_state=1410950),0.6346955329016334
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,100,NearMiss(),0.35878585037093325
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,500,passthrough,0.7113336081985281
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,500,RandomUnderSampler(random_state=1410950),0.637484067250351
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,500,NearMiss(),0.3590170605053747
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,1000,passthrough,0.7122624908715113
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,1000,RandomUnderSampler(random_state=1410950),0.634928898841524
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,500.0,,1000,NearMiss(),0.3578558897952254
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,10,passthrough,0.696001789318523
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,10,RandomUnderSampler(random_state=1410950),0.5945180562180166
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,10,NearMiss(),0.382480847015961
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,100,passthrough,0.7080810367268405
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,100,RandomUnderSampler(random_state=1410950),0.6240143253272109
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,100,NearMiss(),0.40756741607853597
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,500,passthrough,0.7078490181653556
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,500,RandomUnderSampler(random_state=1410950),0.6302852939036516
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,500,NearMiss(),0.40640651484406787
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,1000,passthrough,0.7090104583511861
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6265686853089942
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,sqrt,1000,NearMiss(),0.4050119781940279
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,10,passthrough,0.696001789318523
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,10,RandomUnderSampler(random_state=1410950),0.5945180562180166
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,10,NearMiss(),0.382480847015961
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,100,passthrough,0.7080810367268405
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,100,RandomUnderSampler(random_state=1410950),0.6240143253272109
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,100,NearMiss(),0.40756741607853597
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,500,passthrough,0.7078490181653556
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,500,RandomUnderSampler(random_state=1410950),0.6302852939036516
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,500,NearMiss(),0.40640651484406787
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,1000,passthrough,0.7090104583511861
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,1000,RandomUnderSampler(random_state=1410950),0.6265686853089942
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,log2,1000,NearMiss(),0.4050119781940279
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,10,passthrough,0.7034403960214611
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,10,RandomUnderSampler(random_state=1410950),0.6117030593574083
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,10,NearMiss(),0.35367820831009106
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,100,passthrough,0.7104039170985015
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,100,RandomUnderSampler(random_state=1410950),0.6346955329016334
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,100,NearMiss(),0.35878585037093325
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,500,passthrough,0.7113336081985281
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,500,RandomUnderSampler(random_state=1410950),0.637484067250351
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,500,NearMiss(),0.3590170605053747
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,1000,passthrough,0.7122624908715113
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,1000,RandomUnderSampler(random_state=1410950),0.634928898841524
RandomOverSampler(random_state=1410950),balanced_subsample,entropy,,,1000,NearMiss(),0.3578558897952254
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,10,RandomUnderSampler(random_state=1410950),0.5880174943612213
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),,gini,100.0,sqrt,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),,gini,100.0,log2,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),,gini,100.0,log2,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),,gini,100.0,log2,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),,gini,100.0,log2,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),,gini,100.0,log2,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),,gini,100.0,log2,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),,gini,100.0,log2,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),,gini,100.0,log2,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),,gini,100.0,log2,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),,gini,100.0,log2,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),,gini,100.0,log2,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),,gini,100.0,log2,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),,gini,100.0,,10,passthrough,0.7015769716861902
RandomOverSampler(random_state=1410950),,gini,100.0,,10,RandomUnderSampler(random_state=1410950),0.606824202149877
RandomOverSampler(random_state=1410950),,gini,100.0,,10,NearMiss(),0.3274455591755122
RandomOverSampler(random_state=1410950),,gini,100.0,,100,passthrough,0.7069187881139667
RandomOverSampler(random_state=1410950),,gini,100.0,,100,RandomUnderSampler(random_state=1410950),0.626099258672401
RandomOverSampler(random_state=1410950),,gini,100.0,,100,NearMiss(),0.3316251269904148
RandomOverSampler(random_state=1410950),,gini,100.0,,500,passthrough,0.7106345882815805
RandomOverSampler(random_state=1410950),,gini,100.0,,500,RandomUnderSampler(random_state=1410950),0.6323721135786101
RandomOverSampler(random_state=1410950),,gini,100.0,,500,NearMiss(),0.32953453465592
RandomOverSampler(random_state=1410950),,gini,100.0,,1000,passthrough,0.7085442654227669
RandomOverSampler(random_state=1410950),,gini,100.0,,1000,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),,gini,100.0,,1000,NearMiss(),0.32953399570455766
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),,gini,500.0,sqrt,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),,gini,500.0,log2,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),,gini,500.0,log2,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),,gini,500.0,log2,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),,gini,500.0,log2,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),,gini,500.0,log2,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),,gini,500.0,log2,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),,gini,500.0,log2,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),,gini,500.0,log2,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),,gini,500.0,log2,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),,gini,500.0,log2,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),,gini,500.0,log2,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),,gini,500.0,log2,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),,gini,500.0,,10,passthrough,0.7015769716861902
RandomOverSampler(random_state=1410950),,gini,500.0,,10,RandomUnderSampler(random_state=1410950),0.606591914112711
RandomOverSampler(random_state=1410950),,gini,500.0,,10,NearMiss(),0.3274455591755122
RandomOverSampler(random_state=1410950),,gini,500.0,,100,passthrough,0.7069187881139667
RandomOverSampler(random_state=1410950),,gini,500.0,,100,RandomUnderSampler(random_state=1410950),0.626099258672401
RandomOverSampler(random_state=1410950),,gini,500.0,,100,NearMiss(),0.3316251269904148
RandomOverSampler(random_state=1410950),,gini,500.0,,500,passthrough,0.7106345882815805
RandomOverSampler(random_state=1410950),,gini,500.0,,500,RandomUnderSampler(random_state=1410950),0.6323721135786101
RandomOverSampler(random_state=1410950),,gini,500.0,,500,NearMiss(),0.32953453465592
RandomOverSampler(random_state=1410950),,gini,500.0,,1000,passthrough,0.7085442654227669
RandomOverSampler(random_state=1410950),,gini,500.0,,1000,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),,gini,500.0,,1000,NearMiss(),0.32953399570455766
RandomOverSampler(random_state=1410950),,gini,,sqrt,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),,gini,,sqrt,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),,gini,,sqrt,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),,gini,,sqrt,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),,gini,,sqrt,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),,gini,,sqrt,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),,gini,,sqrt,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),,gini,,sqrt,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),,gini,,sqrt,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),,gini,,sqrt,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),,gini,,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),,gini,,sqrt,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),,gini,,log2,10,passthrough,0.6976323866652654
RandomOverSampler(random_state=1410950),,gini,,log2,10,RandomUnderSampler(random_state=1410950),0.5877852063240553
RandomOverSampler(random_state=1410950),,gini,,log2,10,NearMiss(),0.38666068430654477
RandomOverSampler(random_state=1410950),,gini,,log2,100,passthrough,0.706920943919416
RandomOverSampler(random_state=1410950),,gini,,log2,100,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),,gini,,log2,100,NearMiss(),0.40594113034269225
RandomOverSampler(random_state=1410950),,gini,,log2,500,passthrough,0.7076169996038708
RandomOverSampler(random_state=1410950),,gini,,log2,500,RandomUnderSampler(random_state=1410950),0.6258710127704525
RandomOverSampler(random_state=1410950),,gini,,log2,500,NearMiss(),0.4082634717629907
RandomOverSampler(random_state=1410950),,gini,,log2,1000,passthrough,0.7076172690795519
RandomOverSampler(random_state=1410950),,gini,,log2,1000,RandomUnderSampler(random_state=1410950),0.6247098420603032
RandomOverSampler(random_state=1410950),,gini,,log2,1000,NearMiss(),0.4043161919852543
RandomOverSampler(random_state=1410950),,gini,,,10,passthrough,0.7015769716861902
RandomOverSampler(random_state=1410950),,gini,,,10,RandomUnderSampler(random_state=1410950),0.606591914112711
RandomOverSampler(random_state=1410950),,gini,,,10,NearMiss(),0.3274455591755122
RandomOverSampler(random_state=1410950),,gini,,,100,passthrough,0.7069187881139667
RandomOverSampler(random_state=1410950),,gini,,,100,RandomUnderSampler(random_state=1410950),0.626099258672401
RandomOverSampler(random_state=1410950),,gini,,,100,NearMiss(),0.3316251269904148
RandomOverSampler(random_state=1410950),,gini,,,500,passthrough,0.7106345882815805
RandomOverSampler(random_state=1410950),,gini,,,500,RandomUnderSampler(random_state=1410950),0.6323721135786101
RandomOverSampler(random_state=1410950),,gini,,,500,NearMiss(),0.32953453465592
RandomOverSampler(random_state=1410950),,gini,,,1000,passthrough,0.7085442654227669
RandomOverSampler(random_state=1410950),,gini,,,1000,RandomUnderSampler(random_state=1410950),0.6298164062184208
RandomOverSampler(random_state=1410950),,gini,,,1000,NearMiss(),0.32953399570455766
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),,entropy,100.0,sqrt,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),,entropy,100.0,log2,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),,entropy,100.0,,10,passthrough,0.7069204049680538
RandomOverSampler(random_state=1410950),,entropy,100.0,,10,RandomUnderSampler(random_state=1410950),0.61309570967768
RandomOverSampler(random_state=1410950),,entropy,100.0,,10,NearMiss(),0.3504283315952152
RandomOverSampler(random_state=1410950),,entropy,100.0,,100,passthrough,0.7097078614140467
RandomOverSampler(random_state=1410950),,entropy,100.0,,100,RandomUnderSampler(random_state=1410950),0.6377152773847924
RandomOverSampler(random_state=1410950),,entropy,100.0,,100,NearMiss(),0.3585527539067237
RandomOverSampler(random_state=1410950),,entropy,100.0,,500,passthrough,0.7127270669458434
RandomOverSampler(random_state=1410950),,entropy,100.0,,500,RandomUnderSampler(random_state=1410950),0.6398064086706496
RandomOverSampler(random_state=1410950),,entropy,100.0,,500,NearMiss(),0.3573913137208932
RandomOverSampler(random_state=1410950),,entropy,100.0,,1000,passthrough,0.7115653572843319
RandomOverSampler(random_state=1410950),,entropy,100.0,,1000,RandomUnderSampler(random_state=1410950),0.6377155468604736
RandomOverSampler(random_state=1410950),,entropy,100.0,,1000,NearMiss(),0.35739212214793675
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),,entropy,500.0,sqrt,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),,entropy,500.0,log2,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),,entropy,500.0,,10,passthrough,0.7069204049680538
RandomOverSampler(random_state=1410950),,entropy,500.0,,10,RandomUnderSampler(random_state=1410950),0.61309570967768
RandomOverSampler(random_state=1410950),,entropy,500.0,,10,NearMiss(),0.3504283315952152
RandomOverSampler(random_state=1410950),,entropy,500.0,,100,passthrough,0.7097078614140467
RandomOverSampler(random_state=1410950),,entropy,500.0,,100,RandomUnderSampler(random_state=1410950),0.6377152773847924
RandomOverSampler(random_state=1410950),,entropy,500.0,,100,NearMiss(),0.3585527539067237
RandomOverSampler(random_state=1410950),,entropy,500.0,,500,passthrough,0.7127270669458434
RandomOverSampler(random_state=1410950),,entropy,500.0,,500,RandomUnderSampler(random_state=1410950),0.6398064086706496
RandomOverSampler(random_state=1410950),,entropy,500.0,,500,NearMiss(),0.3573913137208932
RandomOverSampler(random_state=1410950),,entropy,500.0,,1000,passthrough,0.7115653572843319
RandomOverSampler(random_state=1410950),,entropy,500.0,,1000,RandomUnderSampler(random_state=1410950),0.6377155468604736
RandomOverSampler(random_state=1410950),,entropy,500.0,,1000,NearMiss(),0.35739212214793675
RandomOverSampler(random_state=1410950),,entropy,,sqrt,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),,entropy,,sqrt,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),,entropy,,sqrt,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),,entropy,,sqrt,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),,entropy,,sqrt,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
RandomOverSampler(random_state=1410950),,entropy,,sqrt,100,NearMiss(),0.4077978177859339
RandomOverSampler(random_state=1410950),,entropy,,sqrt,500,passthrough,0.7066883864065688
RandomOverSampler(random_state=1410950),,entropy,,sqrt,500,RandomUnderSampler(random_state=1410950),0.6288894098752058
RandomOverSampler(random_state=1410950),,entropy,,sqrt,500,NearMiss(),0.40362148367920536
RandomOverSampler(random_state=1410950),,entropy,,sqrt,1000,passthrough,0.7071535014322632
RandomOverSampler(random_state=1410950),,entropy,,sqrt,1000,RandomUnderSampler(random_state=1410950),0.6300524669151233
RandomOverSampler(random_state=1410950),,entropy,,sqrt,1000,NearMiss(),0.4061734183798583
RandomOverSampler(random_state=1410950),,entropy,,log2,10,passthrough,0.6976291529570913
RandomOverSampler(random_state=1410950),,entropy,,log2,10,RandomUnderSampler(random_state=1410950),0.597069182491626
RandomOverSampler(random_state=1410950),,entropy,,log2,10,NearMiss(),0.39828020620279125
RandomOverSampler(random_state=1410950),,entropy,,log2,100,passthrough,0.7043676618403573
RandomOverSampler(random_state=1410950),,entropy,,log2,100,RandomUnderSampler(random_state=1410950),0.6288910267292929
